year,month,cpi,gas,electricity,food,shelter,transportation,medical_care,unemployment_rate,employment_pop_ratio,pres_political_party,cci,crude_oil,cause
1978,11,67.7,0.695,0.046,74.7,63.3,66,63.9,5.9,59.8,democrat,98.41457,0,fed raised and lowered rates
1978,12,68.1,0.705,0.046,75.1,63.5,66.4,64.1,6,59.8,democrat,98.03396,0,
1979,1,68.7,0.716,0.046,76.4,64,66.7,65,5.9,59.9,democrat,98.00642,0,"iran-iraq war, fed rate 20%"
1979,2,69.5,0.73,0.047,77.7,64.9,67,65.5,5.9,60.1,democrat,97.98978,0,
1979,3,70.3,0.755,0.047,78.4,65.5,67.4,65.9,5.8,60,democrat,97.7821,0,
1979,4,71.1,0.802,0.048,79,66.3,67.9,66.2,5.8,59.8,democrat,97.56898,0,
1979,5,71.9,0.844,0.049,79.7,67.1,68.4,66.5,5.6,59.8,democrat,97.42661,0,
1979,6,72.8,0.901,0.052,80,68,68.8,66.9,5.7,59.9,democrat,97.2275,0,
1979,7,73.7,0.949,0.053,80.5,69,69.4,67.5,5.7,60,democrat,97.0518,0,
1979,8,74.4,0.988,0.053,80.4,70.1,70.1,68.1,6,59.8,democrat,97.09181,0,
1979,9,75.1,1.02,0.053,80.9,71.1,70.7,68.6,5.9,60,democrat,97.13593,0,
1979,10,75.7,1.028,0.053,81.5,72.3,71.3,69.2,6,59.9,democrat,97.05383,0,
1979,11,76.4,1.041,0.051,82,73.5,72.3,69.8,5.9,60,democrat,97.03422,0,
1979,12,77.2,1.065,0.052,82.8,74.6,73.2,70.6,6,60.1,democrat,97.07761,0,
1980,1,78.3,1.131,0.053,83.3,75.9,74.1,71.5,6.3,60,democrat,97.16972,0,iran oil embargo
1980,2,79.4,1.207,0.055,83.4,76.8,74.9,72.6,6.3,60,democrat,96.94333,0,
1980,3,80.5,1.252,0.056,84.1,78.1,76.1,73.3,6.3,59.7,democrat,96.35494,0,
1980,4,81.4,1.264,0.056,84.7,79.3,77.7,73.8,6.9,59.4,democrat,95.89824,0,
1980,5,82.3,1.266,0.058,85.2,80.5,78.8,74.2,7.5,59.1,democrat,95.86026,0,
1980,6,83.2,1.269,0.063,85.7,82.3,79.1,74.5,7.6,58.9,democrat,96.29127,0,
1980,7,83.3,1.271,0.064,86.6,81.3,79.6,75.1,7.8,58.8,democrat,96.91462,0,
1980,8,83.8,1.267,0.064,88,81.4,80.5,75.6,7.7,58.8,democrat,97.59252,0,
1980,9,84.6,1.257,0.065,89.1,82,81.4,76.2,7.5,58.9,democrat,98.16382,0,
1980,10,85.3,1.25,0.063,89.8,83.4,81.9,76.8,7.5,58.9,democrat,98.40665,0,
1980,11,86.1,1.25,0.061,90.8,84.7,82.7,77.3,7.5,59,democrat,98.28699,0,
1980,12,86.9,1.258,0.062,91.3,85.8,83.6,77.6,7.2,59,democrat,97.88239,0,
1981,1,87.5,1.298,0.063,91.6,86.3,84.5,78.7,7.5,59.1,democrat,97.71937,0,Reagan cut taxes
1981,2,88.5,1.382,0.064,92.1,86.3,85,79.6,7.4,59.2,republican,97.61518,0,
1981,3,89,1.417,0.065,92.6,86.7,85.6,80.2,7.4,59.4,republican,97.72472,0,
1981,4,89.6,1.412,0.066,92.8,87.3,86.3,80.8,7.2,59.6,republican,98.06828,0,
1981,5,90.3,1.4,0.067,92.8,88.6,87,81.4,7.5,59.5,republican,98.37076,0,
1981,6,91.1,1.391,0.071,93.2,89.9,88,82.1,7.5,59,republican,98.47387,0,
1981,7,92.2,1.382,0.073,93.9,91.5,89.8,83.2,7.2,59.1,republican,98.53336,0,
1981,8,92.8,1.376,0.075,94.4,92.5,90,84.3,7.4,59.1,republican,98.50589,0,
1981,9,93.7,1.376,0.074,94.8,93.9,90.6,84.9,7.6,58.7,republican,98.21767,0,
1981,10,93.9,1.371,0.072,95,93.8,91.7,85.8,7.9,58.8,republican,97.78909,0,
1981,11,94.1,1.369,0.071,95.1,94,92.4,86.8,8.3,58.6,republican,97.39766,0,
1981,12,94.4,1.365,0.071,95.3,94.3,92.8,87.3,8.5,58.2,republican,97.34789,0,
1982,1,94.7,1.358,0.073,95.6,94.4,93.5,88.2,8.6,58.2,republican,97.46358,0,recession ends inflation
1982,2,95,1.334,0.073,96.3,94.7,93.9,89,8.9,58.2,republican,97.36807,0,
1982,3,94.8,1.284,0.075,96.2,94.2,94.3,89.8,9,58.1,republican,97.22696,0,
1982,4,95.2,1.225,0.075,96.4,95.3,94.8,90.6,9.3,57.9,republican,97.26707,0,
1982,5,96.2,1.237,0.075,97.2,96.8,95.1,91.2,9.4,58.2,republican,97.34109,0,
1982,6,97.4,1.309,0.079,98.1,98,96.2,91.9,9.6,57.8,republican,97.33589,0,
1982,7,98,1.331,0.079,98.2,98.5,97,92.9,9.8,57.7,republican,97.35464,0,
1982,8,98.2,1.323,0.079,98,98.9,97.2,93.8,9.8,57.8,republican,97.49146,0,
1982,9,98.3,1.307,0.079,98.2,98.4,97.5,94.6,10.1,57.6,republican,97.77422,0,
1982,10,98.6,1.295,0.077,98.2,98.4,98.1,95.4,10.4,57.4,republican,98.02775,0,
1982,11,98.4,1.283,0.074,98.2,97.9,97.9,96.3,10.8,57.3,republican,98.09064,0,
1982,12,98,1.26,0.075,98.2,96.5,97.7,96.9,10.8,57.2,republican,98.08698,0,
1983,1,98.1,1.23,0.075,98.1,97.2,98,97.9,10.4,57.2,republican,98.19695,0,
1983,2,98.1,1.187,0.075,98.2,97.5,97.9,98.9,10.4,57.1,republican,98.63478,0,
1983,3,98.4,1.152,0.076,98.8,97.6,97.9,99.2,10.3,57.1,republican,99.34673,0,
1983,4,99,1.215,0.075,99.2,98.4,98.2,99.5,10.2,57.3,republican,100.1112,0,
1983,5,99.5,1.259,0.077,99.5,98.7,98.3,99.7,10.1,57.3,republican,100.6211,0,
1983,6,99.8,1.277,0.081,99.6,99,98.4,100.1,10.1,57.8,republican,100.7827,0,
1983,7,100.1,1.288,0.082,99.6,99.4,98.7,100.7,9.4,58.1,republican,100.7435,0,
1983,8,100.5,1.285,0.082,99.7,99.6,99.2,101.4,9.5,58.2,republican,100.5901,0,
1983,9,101,1.274,0.082,100,100.1,99.7,101.7,9.2,58.4,republican,100.4638,0,
1983,10,101.2,1.255,0.08,100.3,100.3,100.5,102.2,8.8,58.4,republican,100.4711,0,
1983,11,101.2,1.241,0.077,100.3,100.7,101.2,102.7,8.5,58.7,republican,100.6817,0,
1983,12,101.2,1.231,0.077,100.6,101.1,101.4,103.1,8.3,58.8,republican,101.0443,0,
1984,1,101.6,1.216,0.078,102,101.4,102.5,104,8,58.8,republican,101.4067,0,
1984,2,101.8,1.209,0.079,102.7,101.8,102.6,105.1,7.8,59.1,republican,101.5499,0,
1984,3,101.8,1.21,0.079,102.9,102.3,102.9,105.4,7.8,59.1,republican,101.5822,0,
1984,4,102.1,1.227,0.08,102.9,103,103.1,105.8,7.7,59.3,republican,101.4494,0,
1984,5,102.5,1.236,0.081,102.7,103.2,103.7,106.1,7.4,59.7,republican,101.3644,0,
1984,6,102.8,1.229,0.086,103.1,103.6,104.3,106.4,7.2,59.9,republican,101.3116,0,
1984,7,103.2,1.212,0.087,103.3,104.3,104.9,107.1,7.5,59.8,republican,101.3888,0,
1984,8,104.2,1.196,0.089,103.9,104.7,105.7,107.5,7.5,59.6,republican,101.5262,0,
1984,9,104.8,1.203,0.084,103.8,105.1,105.9,107.9,7.3,59.7,republican,101.5508,0,
1984,10,104.8,1.209,0.081,104,105.5,106.9,108.5,7.4,59.7,republican,101.3687,0,
1984,11,104.7,1.207,0.079,104.1,105.8,107.4,109.1,7.2,59.8,republican,101.1715,0,
1984,12,104.8,1.193,0.078,104.5,106.4,107.7,109.4,7.3,59.9,republican,101.0289,0,
1985,1,104.9,1.148,0.079,104.7,106.7,108,110.1,7.3,59.9,republican,101.0091,0,
1985,2,105.4,1.131,0.079,105.2,107.4,108.3,110.9,7.2,60,republican,100.9626,0,
1985,3,105.9,1.159,0.079,105.5,107.8,108.7,111.6,7.2,60.2,republican,100.9393,0,
1985,4,106.3,1.205,0.08,105.4,108.1,109,112.1,7.3,60.1,republican,100.9404,0,
1985,5,106.7,1.231,0.08,105.2,109.2,109.3,112.5,7.2,60.1,republican,100.9415,0,
1985,6,107,1.241,0.085,105.5,109.6,109.6,113.1,7.4,59.8,republican,101.0069,0,
1985,7,107.1,1.242,0.085,105.5,110.1,110,113.7,7.4,59.9,republican,100.9296,0,
1985,8,107.3,1.229,0.085,105.6,110.8,110.4,114.5,7.1,60,republican,100.7685,0,
1985,9,107.6,1.216,0.082,105.8,111,110.5,115,7.1,60.3,republican,100.6048,0,
1985,10,107.9,1.204,0.081,105.8,111.5,111.3,115.6,7.1,60.3,republican,100.4984,0,
1985,11,108.3,1.207,0.08,106.5,112.3,112.2,116.3,7,60.4,republican,100.6135,0,
1985,12,108.6,1.208,0.08,107.3,112.7,112.7,116.8,7,60.4,republican,100.8505,0,
1986,1,108.9,1.194,0.081,107.5,113.2,113.5,117.7,6.7,60.6,republican,101.0514,22.93,
1986,2,108.5,1.12,0.075,107.3,113.5,114.3,118.9,7.2,60.3,republican,101.1472,15.46,
1986,3,107.9,0.981,0.075,107.5,114.3,114.9,119.9,7.2,60.5,republican,101.1743,12.61,
1986,4,107.6,0.888,0.074,107.7,115,115.2,120.5,7.1,60.5,republican,101.2181,12.84,
1986,5,107.9,0.923,0.074,108.2,115.2,115.4,121,7.2,60.5,republican,101.2822,15.38,
1986,6,108.4,0.955,0.08,108.3,115.6,116.1,121.6,7.2,60.7,republican,101.3866,13.43,
1986,7,108.4,0.89,0.08,109.1,115.9,116.7,122.4,7,60.8,republican,101.3234,11.59,
1986,8,108.6,0.843,0.08,110.1,116.3,117,123.2,6.9,60.8,republican,101.1294,15.1,
1986,9,109.1,0.86,0.08,110.2,116.9,116.8,123.8,7,60.8,republican,100.9442,14.87,
1986,10,109.1,0.831,0.074,110.5,117.5,117.6,124.5,7,60.9,republican,100.8453,14.9,
1986,11,109.2,0.821,0.073,111.1,117.8,118.5,125.2,6.9,60.9,republican,100.6494,15.22,
1986,12,109.3,0.823,0.073,111.4,118.1,119.3,125.8,6.6,61,republican,100.4849,16.11,
1987,1,110,0.862,0.075,111.8,118.6,119.8,126.6,6.6,61,republican,100.4501,18.65,OPEC added to supply
1987,2,110.5,0.905,0.076,112.2,119.1,119.9,127.4,6.6,61.1,republican,100.4828,17.75,
1987,3,111,0.912,0.076,112.4,119.5,120.3,128.1,6.6,61.2,republican,100.5615,18.3,
1987,4,111.6,0.934,0.076,112.6,120.3,120.9,128.7,6.3,61.3,republican,100.6476,18.68,
1987,5,111.9,0.941,0.076,113.2,120.7,121.1,129.2,6.3,61.6,republican,100.6832,19.44,
1987,6,112.4,0.958,0.084,113.9,121,121.4,129.9,6.2,61.4,republican,100.7611,20.07,
1987,7,112.7,0.971,0.084,113.7,121.1,121.8,130.7,6.1,61.6,republican,100.872,21.34,
1987,8,113.3,0.995,0.085,113.9,121.9,122.3,131.2,6,61.8,republican,100.8771,20.31,
1987,9,113.8,0.99,0.084,114.3,122.4,123.1,131.7,5.9,61.6,republican,100.6794,19.53,
1987,10,114.1,0.976,0.078,114.5,123.1,123.4,132.3,6,61.8,republican,100.3083,19.86,
1987,11,114.3,0.976,0.077,114.5,123.4,124,132.8,5.8,61.9,republican,100.0149,18.85,
1987,12,114.2,0.961,0.077,115.1,124.1,124.3,133.1,5.7,62,republican,100.0918,17.28,
1988,1,114.5,0.933,0.078,115.6,124.6,124.6,134.4,5.7,62,republican,100.3731,17.13,
1988,2,114.7,0.913,0.078,115.6,125.1,124.8,135.5,5.7,62.1,republican,100.6304,16.8,
1988,3,115.1,0.904,0.078,115.8,125.5,125.3,136.3,5.7,61.9,republican,100.8047,16.2,
1988,4,115.7,0.93,0.077,116.4,126,125.9,136.9,5.4,62.2,republican,100.8515,17.86,
1988,5,116.2,0.955,0.077,116.9,126.3,126.9,137.5,5.6,62,republican,100.9506,17.42,
1988,6,116.7,0.955,0.084,117.6,126.8,127.7,138.2,5.4,62.3,republican,101.0236,16.53,
1988,7,117.2,0.967,0.084,118.8,127.2,128.3,139.3,5.4,62.3,republican,101.0963,15.5,
1988,8,117.7,0.987,0.084,119.4,127.8,129.2,139.9,5.6,62.4,republican,101.2128,15.52,
1988,9,118.5,0.974,0.084,120.1,128.3,130,140.4,5.4,62.4,republican,101.1964,14.54,
1988,10,118.9,0.957,0.08,120.3,128.6,130.6,141.2,5.4,62.5,republican,101.0452,13.77,
1988,11,119,0.949,0.078,120.5,129.2,131.2,141.8,5.3,62.7,republican,100.9357,14.14,
1988,12,119.2,0.93,0.078,121.1,129.6,131.8,142.3,5.3,62.6,republican,100.9644,16.38,
1989,1,119.7,0.918,0.079,121.6,129.8,132.3,143.8,5.4,62.9,republican,101.116,18.02,
1989,2,120.2,0.926,0.079,122.5,130.4,132.9,145.2,5.2,62.9,republican,101.0943,17.94,
1989,3,120.8,0.94,0.079,123.2,131,133.7,146.1,5,62.9,republican,100.9385,19.48,
1989,4,121.8,1.065,0.079,123.9,131.4,134.4,146.8,5.2,62.9,republican,100.7255,21.07,
1989,5,122.5,1.119,0.08,124.7,132,135.3,147.5,5.2,62.9,republican,100.5841,20.12,
1989,6,122.8,1.114,0.086,125.1,132.4,136,148.5,5.3,63,republican,100.5495,20.05,
1989,7,123.2,1.092,0.086,125.6,133.2,136.1,149.7,5.2,63,republican,100.6023,19.78,
1989,8,123.2,1.057,0.086,125.9,133.7,136.6,150.7,5.2,63.1,republican,100.6903,18.58,
1989,9,123.6,1.029,0.086,126.3,133.9,137,151.7,5.3,62.8,republican,100.8552,19.59,
1989,10,124.2,1.027,0.081,126.8,134.8,137.6,152.7,5.3,62.9,republican,100.8366,20.1,
1989,11,124.4,0.999,0.08,127.4,135.4,137.6,153.9,5.4,63,republican,100.7019,19.86,
1989,12,124.6,0.98,0.081,127.8,136,138.1,154.4,5.4,63,republican,100.6215,21.1,
1990,1,125.9,1.042,0.081,129.7,136.3,139.2,155.9,5.4,63.2,republican,100.6187,22.86,gulf war
1990,2,126.4,1.037,0.081,130.8,136.6,140.1,157.5,5.3,63.2,republican,100.5991,22.11,
1990,3,127.1,1.023,0.081,131,137.6,141.1,158.7,5.2,63.2,republican,100.6739,20.39,
1990,4,127.3,1.044,0.082,130.8,138.2,142.3,159.8,5.4,63,republican,100.7308,18.43,
1990,5,127.5,1.061,0.082,131.1,138.6,142.6,160.8,5.4,63.1,republican,100.59,18.2,
1990,6,128.3,1.088,0.088,132.1,139.6,143.6,161.9,5.2,62.9,republican,100.2803,16.7,
1990,7,128.7,1.084,0.087,132.8,140.7,144.6,163.5,5.5,62.8,republican,99.75719,18.45,
1990,8,129.9,1.19,0.087,133.2,141.8,145.1,165,5.7,62.7,republican,98.91788,27.31,
1990,9,131.1,1.294,0.088,133.6,142.1,146.3,165.8,5.9,62.5,republican,98.11156,33.51,
1990,10,131.9,1.378,0.083,134.1,142.4,147.5,167.1,5.9,62.5,republican,97.46712,36.04,
1990,11,132.2,1.377,0.082,134.5,142.6,148.4,168.4,6.2,62.3,republican,97.23827,32.33,
1990,12,132.2,1.354,0.082,134.6,143.2,149.3,169.2,6.3,62.2,republican,97.30784,27.28,
1991,1,132.8,1.247,0.084,135,144.2,149.7,171,6.4,62,republican,97.68566,25.23,spr released oil
1991,2,132.8,1.143,0.084,135.1,144.5,150.3,172.5,6.6,61.9,republican,98.37493,20.48,
1991,3,133,1.082,0.085,135.3,144.8,150,173.7,6.8,61.8,republican,99.16093,19.9,
1991,4,133.3,1.104,0.084,136.1,145.2,149.1,174.4,6.7,62,republican,99.38293,20.83,
1991,5,133.8,1.156,0.085,136.6,145.6,149.7,175.2,6.9,61.6,republican,99.36444,21.23,
1991,6,134.1,1.16,0.09,137.4,145.9,150.7,176.2,6.9,61.7,republican,99.43532,20.19,
1991,7,134.3,1.127,0.091,136.7,146.4,151.3,177.5,6.8,61.6,republican,99.50196,21.4,
1991,8,134.6,1.14,0.09,136.2,146.7,152.4,178.9,6.9,61.5,republican,99.46319,21.69,
1991,9,135.2,1.143,0.091,136.4,147.2,152.7,179.7,6.9,61.6,republican,99.2461,21.89,
1991,10,135.4,1.122,0.087,136.2,147.7,152.2,180.7,7,61.5,republican,98.72954,23.23,
1991,11,135.8,1.134,0.084,136.7,148.2,152.6,181.8,7,61.4,republican,98.0893,22.46,
1991,12,135.9,1.123,0.085,137,148.9,153.3,182.6,7.3,61.2,republican,97.71261,19.5,
1992,1,136,1.073,0.085,136.6,149.4,153.5,184.3,7.3,61.5,republican,97.65975,18.79,
1992,2,136.4,1.054,0.084,137.1,149.6,153.5,186.2,7.4,61.3,republican,97.92551,19.01,
1992,3,137,1.058,0.086,137.6,150,154.3,187.3,7.4,61.5,republican,98.40232,18.92,
1992,4,137.3,1.079,0.086,137.5,150.2,155.5,188.1,7.4,61.6,republican,98.78111,20.23,
1992,5,137.6,1.136,0.087,137.2,150.6,155.4,188.7,7.6,61.5,republican,98.99677,20.98,
1992,6,138.1,1.179,0.092,137.6,151.1,154.7,189.4,7.8,61.5,republican,99.00312,22.39,
1992,7,138.4,1.174,0.092,137.4,151.4,155.5,190.7,7.7,61.6,republican,98.81349,21.78,
1992,8,138.8,1.158,0.091,138.4,151.7,155.5,191.5,7.6,61.6,republican,98.64806,21.34,
1992,9,139.1,1.158,0.092,138.9,151.8,155.4,192.3,7.6,61.4,republican,98.63668,21.88,
1992,10,139.6,1.154,0.088,138.9,152.5,157.5,193.3,7.3,61.3,republican,98.92029,21.69,
1992,11,139.8,1.159,0.086,138.7,152.9,158.3,194.3,7.4,61.4,republican,99.59818,20.34,
1992,12,139.8,1.136,0.088,138.8,153.2,158.7,194.7,7.4,61.4,republican,100.1498,19.41,
1993,1,140.3,1.117,0.089,139.1,153.8,159.7,196.4,7.3,61.4,republican,100.2942,19.03,
1993,2,140.7,1.108,0.087,139.6,154.1,160.8,198,7.1,61.4,democrat,100.1682,20.09,
1993,3,141.1,1.098,0.088,139.6,154.3,160.5,198.6,7,61.5,democrat,99.96499,20.32,
1993,4,141.6,1.112,0.088,140,155,161,199.4,7.1,61.5,democrat,99.71344,20.25,
1993,5,141.9,1.129,0.09,141,155.3,162.3,200.5,7.1,61.7,democrat,99.39211,19.95,
1993,6,142,1.13,0.094,140.6,155.8,162.6,201.1,7,61.8,democrat,99.14223,19.09,
1993,7,142.1,1.109,0.095,140.6,155.9,163.2,202.2,6.9,61.8,democrat,98.91006,17.89,
1993,8,142.4,1.097,0.097,141.1,156.2,163.9,202.9,6.8,62,democrat,98.85055,18.01,
1993,9,142.6,1.085,0.097,141.4,156.5,164,203.3,6.7,61.7,democrat,98.98296,17.5,
1993,10,143.3,1.127,0.093,142,156.9,164.4,204.4,6.8,61.8,democrat,99.28887,18.15,
1993,11,143.4,1.113,0.091,142.3,157.3,165.7,204.9,6.6,61.9,democrat,99.65664,16.61,
1993,12,143.3,1.07,0.09,142.8,157.8,166.4,205.2,6.5,62,democrat,100.1903,14.52,
1994,1,143.6,1.043,0.09,142.9,158.2,166.5,206.4,6.6,62.2,democrat,100.6499,15.03,nafta allowed cheap oil from mexico
